emp_no,title,from_date,to_date
275860,Senior Engineer,1992-10-17,9999-01-01
275870,Senior Staff,1997-09-02,2001-01-19
275880,Staff,1998-04-01,9999-01-01
275890,Engineer,1991-10-18,1998-10-18
275890,Senior Engineer,1998-10-18,9999-01-01
275900,Technique Leader,1997-05-25,9999-01-01
275910,Engineer,1990-12-29,1998-12-29
275910,Senior Engineer,1998-12-29,9999-01-01
275920,Senior Staff,1994-12-06,9999-01-01
275930,Engineer,1986-08-18,1994-08-18
275930,Senior Engineer,1994-08-18,9999-01-01
275940,Staff,1996-09-02,9999-01-01
275950,Senior Engineer,1998-01-18,9999-01-01
275960,Engineer,1996-05-23,2001-05-23
275960,Senior Engineer,2001-05-23,9999-01-01
275970,Technique Leader,1996-10-19,9999-01-01
275980,Senior Staff,1996-12-11,9999-01-01
275980,Staff,1988-12-11,1996-12-11
275990,Engineer,1989-06-24,1994-06-24
275990,Senior Engineer,1994-06-24,9999-01-01
276000,Senior Staff,1993-10-06,9999-01-01
276010,Engineer,1988-01-29,1995-01-29
276010,Senior Engineer,1995-01-29,9999-01-01
276020,Engineer,1995-05-21,2001-05-20
276020,Senior Engineer,2001-05-20,9999-01-01
276030,Engineer,1997-03-10,2001-12-06
276040,Technique Leader,1989-11-07,9999-01-01
276050,Assistant Engineer,1985-02-11,1993-02-11
276050,Engineer,1993-02-11,2001-02-11
276050,Senior Engineer,2001-02-11,9999-01-01
276060,Engineer,1992-08-25,1997-08-25
276060,Senior Engineer,1997-08-25,9999-01-01
276070,Engineer,1995-05-27,1997-11-14
276080,Senior Engineer,1995-01-02,1998-06-20
276090,Staff,1987-03-06,1990-10-02
276100,Engineer,1986-03-29,1991-03-29
276100,Senior Engineer,1991-03-29,9999-01-01
276110,Senior Staff,1996-02-27,9999-01-01
276110,Staff,1991-02-27,1996-02-27
276120,Engineer,1990-03-08,1999-03-08
276120,Senior Engineer,1999-03-08,9999-01-01
276130,Staff,1999-01-18,9999-01-01
276140,Staff,1998-07-01,9999-01-01
276150,Senior Staff,1992-09-27,9999-01-01
276150,Staff,1986-09-28,1992-09-27
276160,Senior Staff,1993-02-15,9999-01-01
276170,Engineer,1991-06-30,1996-06-29
276170,Senior Engineer,1996-06-29,9999-01-01
276180,Staff,1989-02-06,1992-02-03
276190,Engineer,1990-03-02,1995-03-02
276190,Senior Engineer,1995-03-02,9999-01-01
276200,Senior Engineer,1992-03-31,1997-12-31
276210,Engineer,1999-04-14,9999-01-01
276220,Staff,1999-06-17,9999-01-01
276230,Staff,1998-09-24,9999-01-01
276240,Senior Engineer,1996-08-15,9999-01-01
276250,Staff,1998-08-31,9999-01-01
276260,Senior Staff,1991-05-04,9999-01-01
276270,Senior Staff,1998-04-04,9999-01-01
276270,Staff,1989-04-05,1998-04-04
276280,Technique Leader,1989-03-26,9999-01-01
276290,Senior Staff,1997-10-10,9999-01-01
276290,Staff,1989-10-10,1997-10-10
276300,Technique Leader,1993-08-30,9999-01-01
276310,Senior Staff,1997-07-15,9999-01-01
276320,Senior Engineer,1994-04-21,9999-01-01
276330,Senior Engineer,1993-05-15,9999-01-01
276340,Senior Staff,1998-04-25,9999-01-01
276340,Staff,1990-04-25,1998-04-25
276350,Engineer,1998-02-06,9999-01-01
276360,Assistant Engineer,1993-05-22,1998-05-22
276360,Engineer,1998-05-22,9999-01-01
276370,Engineer,1989-11-27,1994-11-27
276370,Senior Engineer,1994-11-27,2000-03-04
276380,Engineer,1990-05-07,1996-05-06
276380,Senior Engineer,1996-05-06,9999-01-01
276390,Senior Staff,1989-04-20,9999-01-01
276400,Engineer,1998-07-27,9999-01-01
276410,Engineer,1997-10-17,9999-01-01
276420,Senior Engineer,1990-12-16,9999-01-01
276430,Staff,1987-05-25,1988-07-10
276440,Staff,1994-11-30,1999-12-28
276450,Staff,1996-05-24,9999-01-01
276460,Engineer,1997-02-23,9999-01-01
276470,Engineer,1997-01-15,9999-01-01
276480,Technique Leader,1993-01-24,9999-01-01
276490,Engineer,1988-02-01,1988-11-22
276500,Senior Staff,1995-11-18,1996-11-13
276510,Staff,1999-06-04,9999-01-01
276520,Senior Staff,1986-07-24,1994-06-28
276530,Senior Staff,1994-06-06,9999-01-01
276530,Staff,1987-06-06,1994-06-06
276540,Engineer,1996-03-09,1996-06-28
276550,Engineer,1987-12-13,1992-12-12
276550,Senior Engineer,1992-12-12,9999-01-01
276560,Technique Leader,1987-04-28,9999-01-01
276570,Staff,1999-04-24,9999-01-01
276580,Senior Staff,2001-07-18,9999-01-01
276580,Staff,1995-07-19,2001-07-18
276590,Engineer,1995-03-11,9999-01-01
276600,Senior Staff,1986-05-22,9999-01-01
276610,Engineer,1991-07-25,1996-07-24
276610,Senior Engineer,1996-07-24,9999-01-01
276620,Senior Staff,1997-06-15,9999-01-01
276620,Staff,1991-06-16,1997-06-15
276630,Engineer,1998-07-16,9999-01-01
276640,Engineer,1990-10-17,1997-10-17
276640,Senior Engineer,1997-10-17,1997-12-05
276650,Engineer,1991-06-01,1998-06-01
276650,Senior Engineer,1998-06-01,9999-01-01
276660,Staff,1996-01-09,9999-01-01
276670,Engineer,1985-09-22,1994-09-22
276670,Senior Engineer,1994-09-22,9999-01-01
276680,Engineer,1991-03-24,1997-03-23
276680,Senior Engineer,1997-03-23,9999-01-01
276690,Senior Engineer,1988-11-06,9999-01-01
276700,Engineer,2000-01-11,9999-01-01
276710,Technique Leader,1985-03-08,1991-04-12
276720,Assistant Engineer,1988-11-01,1996-11-01
276720,Engineer,1996-11-01,9999-01-01
276730,Assistant Engineer,1993-08-25,1998-08-25
276730,Engineer,1998-08-25,9999-01-01
276740,Engineer,1986-10-06,1987-06-13
276750,Senior Staff,1989-12-14,1993-06-16
276760,Senior Staff,1993-04-24,9999-01-01
276760,Staff,1988-04-24,1993-04-24
276770,Staff,1996-09-23,9999-01-01
276780,Engineer,1994-07-28,2000-07-27
276780,Senior Engineer,2000-07-27,9999-01-01
276790,Engineer,1992-07-02,1999-08-29
276800,Senior Staff,1995-02-21,9999-01-01
276800,Staff,1988-02-21,1995-02-21
276810,Engineer,1995-01-17,2000-01-17
276810,Senior Engineer,2000-01-17,9999-01-01
276820,Senior Staff,1990-12-17,9999-01-01
276830,Senior Engineer,1991-09-29,1993-12-20
276840,Engineer,1987-08-14,1993-08-13
276840,Senior Engineer,1993-08-13,9999-01-01
276850,Staff,1988-03-01,1992-02-19
276860,Senior Engineer,1999-08-28,9999-01-01
276870,Engineer,1987-02-17,1995-02-17
276870,Senior Engineer,1995-02-17,9999-01-01
276880,Engineer,1989-01-24,1998-01-24
276880,Senior Engineer,1998-01-24,9999-01-01
276890,Engineer,1993-04-28,1999-04-28
276890,Senior Engineer,1999-04-28,2000-10-19
276900,Senior Staff,2001-12-20,2002-07-03
276900,Staff,1995-12-21,2001-12-20
276910,Senior Staff,2001-07-14,9999-01-01
276910,Staff,1993-07-14,2001-07-14
276920,Senior Staff,1997-05-01,9999-01-01
276920,Staff,1992-05-01,1997-05-01
276930,Engineer,1994-06-30,1999-06-30
276930,Senior Engineer,1999-06-30,9999-01-01
276940,Engineer,1989-05-27,1995-05-27
276940,Senior Engineer,1995-05-27,9999-01-01
276950,Senior Staff,2001-05-14,9999-01-01
276950,Staff,1994-05-14,2001-05-14
276960,Staff,1997-06-09,9999-01-01
276970,Staff,1999-11-06,9999-01-01
276980,Staff,1996-04-10,9999-01-01
276990,Engineer,1994-02-06,1999-04-21
277000,Senior Engineer,1990-01-29,9999-01-01
277010,Senior Staff,2000-08-01,9999-01-01
277010,Staff,1995-08-02,2000-08-01
277020,Senior Staff,1998-11-24,9999-01-01
277030,Senior Staff,1999-03-07,9999-01-01
277030,Staff,1990-03-07,1999-03-07
277040,Senior Staff,1993-04-05,9999-01-01
277050,Engineer,1993-01-21,1996-07-18
277060,Senior Staff,1999-07-04,9999-01-01
277060,Staff,1991-07-04,1999-07-04
277070,Senior Staff,1987-12-12,9999-01-01
277080,Engineer,1987-04-11,1994-04-11
277080,Senior Engineer,1994-04-11,2000-09-27
277090,Assistant Engineer,1994-09-01,1996-02-04
277100,Senior Engineer,1991-12-19,9999-01-01
277110,Senior Staff,1998-02-04,1999-08-01
277110,Staff,1991-02-04,1998-02-04
277120,Engineer,1998-11-10,9999-01-01
277130,Senior Staff,1992-11-21,9999-01-01
277140,Senior Staff,1992-01-17,9999-01-01
277150,Engineer,1993-10-17,9999-01-01
277160,Engineer,1989-03-06,1998-03-06
277160,Senior Engineer,1998-03-06,9999-01-01
277170,Senior Staff,1993-06-25,2000-07-09
277170,Staff,1985-06-25,1993-06-25
277180,Engineer,1987-09-12,1992-09-11
277180,Senior Engineer,1992-09-11,1997-04-14
277190,Senior Staff,1997-06-09,9999-01-01
277190,Staff,1989-06-09,1997-06-09
277200,Engineer,1998-12-26,2000-09-16
277210,Engineer,1993-09-13,1999-09-13
277210,Senior Engineer,1999-09-13,9999-01-01
277220,Senior Staff,1994-08-29,9999-01-01
277230,Staff,1999-09-20,9999-01-01
277240,Engineer,1993-02-21,2002-02-21
277240,Senior Engineer,2002-02-21,9999-01-01
277250,Engineer,1999-02-07,2002-05-20
277260,Senior Staff,1994-05-01,9999-01-01
277260,Staff,1988-05-01,1994-05-01
277270,Technique Leader,1996-06-19,9999-01-01
277280,Engineer,1990-04-25,1999-04-25
277280,Senior Engineer,1999-04-25,9999-01-01
277290,Engineer,1988-03-13,1994-03-13
277290,Senior Engineer,1994-03-13,9999-01-01
277300,Senior Engineer,1995-09-19,9999-01-01
277310,Staff,1997-05-30,9999-01-01
277320,Assistant Engineer,1987-07-12,1993-07-11
277320,Engineer,1993-07-11,1999-07-11
277320,Senior Engineer,1999-07-11,9999-01-01
277330,Staff,1998-01-30,9999-01-01
277340,Engineer,1985-12-02,1990-12-02
277340,Senior Engineer,1990-12-02,9999-01-01
277350,Engineer,1990-11-15,1995-11-15
277350,Senior Engineer,1995-11-15,9999-01-01
277360,Senior Staff,1987-11-30,9999-01-01
277370,Senior Staff,1999-11-04,2000-06-07
277380,Senior Staff,1998-06-11,9999-01-01
277380,Staff,1989-06-11,1998-06-11
277390,Assistant Engineer,1993-01-05,2000-01-06
277390,Engineer,2000-01-06,9999-01-01
277400,Senior Staff,2000-10-24,9999-01-01
277400,Staff,1993-10-24,2000-10-24
277410,Engineer,1985-04-12,1993-04-12
277410,Senior Engineer,1993-04-12,9999-01-01
277420,Engineer,1995-04-22,2001-04-21
277420,Senior Engineer,2001-04-21,9999-01-01
277430,Senior Staff,1999-02-17,9999-01-01
277430,Staff,1990-02-17,1999-02-17
277440,Senior Staff,2002-02-10,2002-06-21
277440,Staff,1996-02-11,2002-02-10
277450,Senior Staff,1996-04-12,9999-01-01
277460,Senior Staff,1997-09-27,9999-01-01
277460,Staff,1988-09-27,1997-09-27
277470,Engineer,1987-02-21,1993-02-20
277470,Senior Engineer,1993-02-20,9999-01-01
277480,Senior Engineer,1994-05-23,2001-10-07
277490,Engineer,1989-12-14,1995-12-14
277490,Senior Engineer,1995-12-14,9999-01-01
277500,Senior Staff,1985-12-03,9999-01-01
277510,Engineer,1997-04-02,9999-01-01
277520,Assistant Engineer,1996-05-05,1997-09-10
277530,Engineer,1991-03-25,1997-03-24
277530,Senior Engineer,1997-03-24,9999-01-01
277540,Senior Staff,1986-01-28,9999-01-01
277550,Senior Staff,1997-06-21,9999-01-01
277550,Staff,1991-06-22,1997-06-21
277560,Engineer,1993-07-13,2000-07-13
277560,Senior Engineer,2000-07-13,9999-01-01
277570,Engineer,1998-08-16,9999-01-01
277580,Engineer,1989-11-15,1994-11-15
277580,Senior Engineer,1994-11-15,9999-01-01
277590,Engineer,1995-05-24,2001-05-23
277590,Senior Engineer,2001-05-23,9999-01-01
277600,Engineer,1989-05-17,1997-01-25
277610,Staff,1997-05-24,1998-01-26
277620,Engineer,1996-12-03,9999-01-01
277630,Senior Engineer,1999-06-28,9999-01-01
277640,Technique Leader,1994-01-13,9999-01-01
277650,Engineer,1988-03-01,1996-03-01
277650,Senior Engineer,1996-03-01,9999-01-01
277660,Senior Staff,1988-11-10,1998-01-07
277670,Engineer,1997-10-26,9999-01-01
277680,Assistant Engineer,1994-07-04,2000-07-03
277680,Engineer,2000-07-03,9999-01-01
277690,Engineer,1987-11-17,1994-11-17
277690,Senior Engineer,1994-11-17,9999-01-01
277700,Staff,1998-04-02,9999-01-01
277710,Engineer,1993-11-01,9999-01-01
277720,Staff,1987-02-06,1987-09-24
277730,Senior Staff,1993-08-11,9999-01-01
277740,Engineer,1992-05-19,2001-05-19
277740,Senior Engineer,2001-05-19,9999-01-01
277750,Staff,1995-10-11,1996-02-14
277760,Staff,1998-03-08,9999-01-01
277770,Staff,1993-07-23,1996-10-14
277780,Engineer,1994-08-03,9999-01-01
277790,Engineer,1997-10-11,9999-01-01
277800,Engineer,1992-10-22,2001-10-22
277800,Senior Engineer,2001-10-22,9999-01-01
277810,Senior Staff,1999-04-11,9999-01-01
277810,Staff,1993-04-11,1999-04-11
277820,Assistant Engineer,1999-10-04,9999-01-01
277830,Assistant Engineer,1991-09-14,1996-09-13
277830,Engineer,1996-09-13,2001-09-13
277830,Senior Engineer,2001-09-13,9999-01-01
277840,Senior Engineer,1994-07-26,9999-01-01
277850,Senior Staff,1998-12-30,9999-01-01
277860,Engineer,1994-02-16,2000-02-16
277860,Senior Engineer,2000-02-16,9999-01-01
277870,Staff,1998-04-24,9999-01-01
277880,Engineer,1993-11-15,1999-11-15
277880,Senior Engineer,1999-11-15,9999-01-01
277890,Senior Staff,1993-07-24,9999-01-01
277900,Assistant Engineer,1988-06-24,1997-06-24
277900,Engineer,1997-06-24,9999-01-01
277910,Senior Staff,1997-04-26,9999-01-01
277910,Staff,1990-04-26,1997-04-26
277920,Engineer,1990-07-01,1997-07-01
277920,Senior Engineer,1997-07-01,9999-01-01
277930,Senior Staff,1998-04-27,9999-01-01
277930,Staff,1989-04-27,1998-04-27
277940,Senior Staff,1992-06-02,9999-01-01
277950,Senior Staff,1988-05-16,1989-02-07
277960,Senior Staff,1994-12-30,9999-01-01
277970,Senior Engineer,1991-01-12,9999-01-01
277980,Engineer,1996-04-26,9999-01-01
277990,Senior Staff,1990-02-04,9999-01-01
277990,Staff,1985-02-04,1990-02-04
278000,Staff,1997-06-06,2002-02-21
278010,Senior Staff,1990-08-10,9999-01-01
278020,Engineer,1986-01-30,1994-01-30
278020,Senior Engineer,1994-01-30,9999-01-01
278030,Engineer,1985-09-04,1992-09-04
278030,Senior Engineer,1992-09-04,9999-01-01
278040,Engineer,1990-06-21,1990-11-11
278050,Staff,1999-03-30,1999-04-29
278060,Engineer,1989-10-23,1995-10-23
278060,Senior Engineer,1995-10-23,9999-01-01
278070,Senior Staff,1999-08-08,9999-01-01
278070,Staff,1992-08-07,1999-08-08
278080,Engineer,1987-10-18,1993-10-17
278080,Senior Engineer,1993-10-17,9999-01-01
278090,Senior Staff,1991-04-10,9999-01-01
278100,Engineer,1994-02-07,2002-02-07
278100,Senior Engineer,2002-02-07,9999-01-01
278110,Technique Leader,1990-09-01,9999-01-01
278120,Engineer,1997-06-01,1998-07-22
278130,Staff,1997-10-20,9999-01-01
278140,Engineer,1991-06-26,1999-06-26
278140,Senior Engineer,1999-06-26,9999-01-01
278150,Engineer,1992-03-09,2000-03-09
278150,Senior Engineer,2000-03-09,9999-01-01
278160,Engineer,1988-04-08,1994-01-07
278170,Senior Engineer,1991-12-10,9999-01-01
278180,Staff,1989-03-15,1992-07-11
278190,Senior Staff,2002-02-13,9999-01-01
278190,Staff,1996-02-14,2002-02-13
278200,Staff,1997-03-29,9999-01-01
278210,Engineer,1991-03-11,2000-03-10
278210,Senior Engineer,2000-03-10,9999-01-01
278220,Engineer,1993-06-13,1999-06-13
278220,Senior Engineer,1999-06-13,9999-01-01
278230,Engineer,1988-07-30,1995-07-31
278230,Senior Engineer,1995-07-31,9999-01-01
278240,Senior Staff,1996-07-03,9999-01-01
278240,Staff,1987-07-04,1996-07-03
278250,Engineer,1996-04-28,9999-01-01
278260,Engineer,1986-09-16,1993-09-16
278260,Senior Engineer,1993-09-16,9999-01-01
278270,Engineer,1995-10-28,9999-01-01
278280,Senior Staff,1995-10-04,9999-01-01
278280,Staff,1987-10-04,1995-10-04
278290,Engineer,1989-10-22,1996-10-22
278290,Senior Engineer,1996-10-22,9999-01-01
278300,Staff,1994-10-03,9999-01-01
278310,Engineer,1994-10-26,9999-01-01
278320,Engineer,1995-10-16,9999-01-01
278330,Staff,1995-08-02,9999-01-01
278340,Assistant Engineer,1998-07-22,9999-01-01
278350,Staff,1999-11-24,9999-01-01
278360,Senior Staff,1988-06-27,9999-01-01
278370,Senior Engineer,1995-10-16,9999-01-01
278380,Engineer,1990-02-01,1999-02-01
278380,Senior Engineer,1999-02-01,9999-01-01
278390,Engineer,1988-02-04,1997-02-03
278390,Senior Engineer,1997-02-03,9999-01-01
278400,Engineer,1994-02-18,1995-08-31
278410,Engineer,1998-09-17,2002-05-02
278420,Senior Staff,1999-10-18,9999-01-01
278420,Staff,1994-10-18,1999-10-18
278430,Engineer,1989-04-03,1995-04-03
278430,Senior Engineer,1995-04-03,9999-01-01
278440,Senior Staff,1991-09-04,9999-01-01
278450,Senior Engineer,1986-01-21,1999-08-01
278460,Assistant Engineer,1992-04-01,2001-04-01
278460,Engineer,2001-04-01,9999-01-01
278470,Engineer,1995-12-02,1999-07-07
278480,Senior Staff,1999-04-16,9999-01-01
278480,Staff,1990-04-16,1999-04-16
278490,Staff,1996-05-14,9999-01-01
278500,Senior Engineer,1985-03-08,9999-01-01
278510,Engineer,1996-08-23,9999-01-01
278520,Engineer,1986-06-09,1994-06-09
278520,Senior Engineer,1994-06-09,9999-01-01
278530,Senior Engineer,1990-02-08,9999-01-01
278540,Senior Staff,1990-12-23,9999-01-01
278550,Engineer,1990-03-15,1997-03-15
278550,Senior Engineer,1997-03-15,9999-01-01
278560,Senior Staff,2001-03-16,9999-01-01
278560,Staff,1994-03-16,2001-03-16
278570,Technique Leader,1985-10-07,9999-01-01
278580,Senior Staff,1995-04-26,9999-01-01
278580,Staff,1988-04-25,1995-04-26
278590,Engineer,1991-11-10,2000-11-09
278590,Senior Engineer,2000-11-09,9999-01-01
278600,Engineer,1988-08-22,1994-08-22
278600,Senior Engineer,1994-08-22,9999-01-01
278610,Senior Staff,2000-01-23,9999-01-01
278620,Senior Staff,1997-07-11,1997-10-20
278620,Staff,1990-07-11,1997-07-11
278630,Senior Staff,1986-09-04,9999-01-01
278640,Senior Staff,2000-06-01,9999-01-01
278640,Staff,1995-06-02,2000-06-01
278650,Engineer,1989-01-02,1994-01-02
278650,Senior Engineer,1994-01-02,9999-01-01
278660,Staff,1985-11-02,1991-09-16
278670,Engineer,1998-07-08,9999-01-01
278680,Senior Staff,1998-12-13,9999-01-01
278680,Staff,1993-12-13,1998-12-13
278690,Assistant Engineer,1990-06-16,1997-06-16
278690,Engineer,1997-06-16,9999-01-01
278700,Engineer,1998-08-10,2001-04-28
278710,Engineer,1997-03-15,1998-06-05
278720,Engineer,1994-11-19,9999-01-01
278730,Senior Engineer,1997-06-07,9999-01-01
278740,Engineer,1989-03-17,1994-03-17
278740,Senior Engineer,1994-03-17,9999-01-01
278750,Staff,2000-01-04,9999-01-01
278760,Assistant Engineer,1996-07-16,9999-01-01
278770,Engineer,1995-04-13,9999-01-01
278780,Engineer,1989-02-13,1997-02-13
278780,Senior Engineer,1997-02-13,9999-01-01
278790,Engineer,1992-06-14,2001-06-14
278790,Senior Engineer,2001-06-14,9999-01-01
278800,Senior Engineer,1993-09-21,9999-01-01
278810,Engineer,1999-06-28,9999-01-01
278820,Staff,1986-07-03,1989-07-10
278830,Engineer,1987-01-15,1992-01-15
278830,Senior Engineer,1992-01-15,9999-01-01
278840,Engineer,1991-01-06,1997-01-05
278840,Senior Engineer,1997-01-05,9999-01-01
278850,Senior Staff,2000-09-30,9999-01-01
278850,Staff,1994-10-01,2000-09-30
278860,Engineer,1996-03-01,9999-01-01
278870,Engineer,1987-06-11,1993-06-10
278870,Senior Engineer,1993-06-10,1996-05-24
278880,Senior Staff,1997-06-01,9999-01-01
278880,Staff,1991-06-02,1997-06-01
278890,Engineer,1994-07-17,2002-07-17
278890,Senior Engineer,2002-07-17,9999-01-01
278900,Engineer,1986-10-21,1993-10-21
278900,Senior Engineer,1993-10-21,9999-01-01
278910,Senior Staff,1989-04-15,1995-12-30
278920,Engineer,1995-01-01,9999-01-01
278930,Senior Staff,2002-05-03,9999-01-01
278930,Staff,1994-05-03,2002-05-03
278940,Assistant Engineer,1986-11-26,1992-11-25
278940,Engineer,1992-11-25,1998-11-25
278940,Senior Engineer,1998-11-25,9999-01-01
278950,Senior Staff,1993-06-18,1998-01-07
278950,Staff,1987-06-19,1993-06-18
278960,Engineer,1985-12-05,1992-12-05
278960,Senior Engineer,1992-12-05,9999-01-01
278970,Senior Staff,1991-03-26,9999-01-01
278970,Staff,1985-03-26,1991-03-26
278980,Engineer,1989-08-19,1995-08-19
278980,Senior Engineer,1995-08-19,9999-01-01
278990,Engineer,1993-09-17,2001-09-17
278990,Senior Engineer,2001-09-17,9999-01-01
279000,Engineer,1994-12-08,2001-12-08
279000,Senior Engineer,2001-12-08,9999-01-01
279010,Senior Engineer,1988-07-21,9999-01-01
279020,Senior Staff,1993-09-13,9999-01-01
279020,Staff,1985-09-13,1993-09-13
279030,Engineer,1996-11-11,9999-01-01
279040,Staff,1998-04-05,9999-01-01
279050,Engineer,1985-10-22,1992-10-22
279050,Senior Engineer,1992-10-22,9999-01-01
279060,Senior Staff,1997-12-08,9999-01-01
279060,Staff,1991-12-09,1997-12-08
279070,Senior Staff,2001-12-17,9999-01-01
279070,Staff,1996-12-17,2001-12-17
279080,Engineer,1987-07-05,1996-07-04
279080,Senior Engineer,1996-07-04,9999-01-01
279090,Staff,1996-12-16,9999-01-01
279100,Senior Staff,1998-02-04,9999-01-01
279100,Staff,1992-02-05,1998-02-04
279110,Engineer,1993-03-16,2002-03-16
279110,Senior Engineer,2002-03-16,9999-01-01
279120,Technique Leader,1993-12-14,9999-01-01
279130,Staff,1993-12-13,9999-01-01
279140,Senior Staff,2002-02-26,9999-01-01
279140,Staff,1995-02-26,2002-02-26
279150,Engineer,1989-05-23,1997-05-23
279150,Senior Engineer,1997-05-23,9999-01-01
279160,Senior Staff,1997-04-29,9999-01-01
279160,Staff,1989-04-29,1997-04-29
279170,Engineer,1999-12-08,2001-06-04
279180,Staff,2000-01-27,9999-01-01
279190,Engineer,1994-04-20,1999-04-20
279190,Senior Engineer,1999-04-20,9999-01-01
279200,Senior Engineer,1994-01-02,9999-01-01
279210,Staff,1993-08-12,9999-01-01
279220,Engineer,1989-10-27,1995-10-27
279220,Senior Engineer,1995-10-27,9999-01-01
279230,Engineer,1998-03-27,9999-01-01
279240,Engineer,1992-03-25,1997-03-25
279240,Senior Engineer,1997-03-25,9999-01-01
279250,Senior Engineer,1991-09-11,9999-01-01
279260,Technique Leader,1991-02-15,9999-01-01
279270,Senior Staff,1994-08-13,9999-01-01
279270,Staff,1985-08-13,1994-08-13
279280,Engineer,1992-09-21,2001-09-21
279280,Senior Engineer,2001-09-21,9999-01-01
279290,Engineer,1996-04-28,2001-04-28
279290,Senior Engineer,2001-04-28,9999-01-01
279300,Assistant Engineer,1985-03-26,1990-03-26
279300,Engineer,1990-03-26,1995-03-26
279300,Senior Engineer,1995-03-26,9999-01-01
279310,Technique Leader,1987-05-17,9999-01-01
279320,Technique Leader,1991-10-27,9999-01-01
279330,Assistant Engineer,1993-01-12,2001-01-12
279330,Engineer,2001-01-12,9999-01-01
279340,Engineer,1998-08-26,9999-01-01
279350,Engineer,1985-07-14,1990-07-14
279350,Senior Engineer,1990-07-14,9999-01-01
279360,Senior Staff,1995-01-11,9999-01-01
279360,Staff,1990-01-11,1995-01-11
279370,Assistant Engineer,1993-07-10,1998-07-10
279370,Engineer,1998-07-10,9999-01-01
279380,Senior Staff,1991-09-06,9999-01-01
279380,Staff,1986-09-06,1991-09-06
279390,Engineer,1996-03-22,9999-01-01
279400,Engineer,1991-08-20,1999-08-20
279400,Senior Engineer,1999-08-20,9999-01-01
279410,Senior Engineer,1986-05-10,1995-02-04
279420,Engineer,1996-02-26,1999-11-21
279430,Senior Staff,1993-01-03,9999-01-01
279430,Staff,1986-01-03,1993-01-03
279440,Staff,1995-09-05,9999-01-01
279450,Technique Leader,1992-05-14,9999-01-01
279460,Senior Staff,1994-09-29,9999-01-01
279460,Staff,1987-09-29,1994-09-29
279470,Senior Engineer,1985-04-08,9999-01-01
279480,Engineer,1990-07-17,1997-07-17
279480,Senior Engineer,1997-07-17,2001-10-30
279490,Senior Staff,1990-05-23,9999-01-01
279500,Senior Staff,1998-09-26,9999-01-01
279500,Staff,1991-09-26,1998-09-26
279510,Senior Staff,1993-01-26,9999-01-01
279510,Staff,1986-01-26,1993-01-26
279520,Engineer,1997-11-27,9999-01-01
279530,Senior Staff,1992-07-18,9999-01-01
279540,Senior Staff,1992-02-14,9999-01-01
279540,Staff,1985-02-13,1992-02-14
279550,Engineer,1995-09-08,9999-01-01
279560,Senior Engineer,1990-10-21,1995-05-18
279570,Senior Engineer,1997-03-24,9999-01-01
279580,Senior Staff,1997-05-31,9999-01-01
279580,Staff,1991-06-01,1997-05-31
279590,Assistant Engineer,1990-09-24,1999-09-24
279590,Engineer,1999-09-24,9999-01-01
279600,Senior Staff,1994-01-20,9999-01-01
279610,Technique Leader,1986-08-01,9999-01-01
279620,Assistant Engineer,1993-07-19,1999-07-19
279620,Engineer,1999-07-19,9999-01-01
279630,Senior Staff,1985-08-12,2002-01-22
279640,Senior Staff,1994-04-28,9999-01-01
279640,Staff,1989-04-28,1994-04-28
279650,Senior Staff,1994-01-10,9999-01-01
279650,Staff,1989-01-10,1994-01-10
279660,Senior Staff,1996-10-02,9999-01-01
279660,Staff,1988-10-02,1996-10-02
279670,Staff,1997-09-18,9999-01-01
279680,Engineer,1985-07-24,1992-07-24
279680,Senior Engineer,1992-07-24,9999-01-01
279690,Senior Staff,2000-02-24,9999-01-01
279690,Staff,1991-02-24,2000-02-24
279700,Engineer,1993-04-04,2002-04-04
279700,Senior Engineer,2002-04-04,9999-01-01
279710,Staff,1995-07-10,2000-09-29
279720,Senior Engineer,1989-07-25,9999-01-01
279730,Senior Staff,1997-01-11,2002-03-09
279740,Senior Engineer,1988-04-08,9999-01-01
279750,Senior Engineer,1994-08-11,2000-05-01
279760,Technique Leader,1989-12-09,1991-09-14
279770,Staff,1996-11-06,9999-01-01
279780,Staff,1997-06-28,9999-01-01
279790,Senior Staff,1990-03-24,9999-01-01
279800,Assistant Engineer,1996-09-05,2001-09-05
279800,Engineer,2001-09-05,9999-01-01
279810,Assistant Engineer,1985-04-12,1994-04-12
279810,Engineer,1994-04-12,9999-01-01
279820,Senior Engineer,1995-03-12,1999-06-22
279830,Engineer,1988-11-07,1994-11-07
279830,Senior Engineer,1994-11-07,9999-01-01
279840,Senior Staff,1993-03-03,9999-01-01
279840,Staff,1987-03-04,1993-03-03
279850,Assistant Engineer,1994-01-12,2002-01-12
279850,Engineer,2002-01-12,9999-01-01
279860,Engineer,1992-08-04,2000-08-04
279860,Senior Engineer,2000-08-04,9999-01-01
279870,Staff,1999-12-31,9999-01-01
279880,Senior Staff,1996-04-20,9999-01-01
279880,Staff,1988-04-20,1996-04-20
279890,Senior Staff,1994-08-11,9999-01-01
279890,Staff,1986-08-11,1994-08-11
279900,Senior Staff,2001-01-05,9999-01-01
279900,Staff,1994-01-05,2001-01-05
279910,Technique Leader,1988-02-09,9999-01-01
279920,Senior Engineer,1988-01-11,9999-01-01
279930,Engineer,1992-01-25,1993-05-18
279940,Staff,1998-02-20,9999-01-01
